,game_identifier,image_path,centre_tile,context_string,features
2952,lode_runner,../data/context_data/lode_runner/@/@@@@@@bE@.png,@,@@@@@@bE@,"['passable', 'empty']"
9642,lode_runner,../data/context_data/lode_runner/#/G#b##b#bb.png,#,G#b##b#bb,"['passable', 'climbable']"
598,lode_runner,../data/context_data/lode_runner/G/@@@@GGBb#.png,G,@@@@GGBb#,"['passable', 'collectable']"
10444,lode_runner,../data/context_data/lode_runner/#/B#bB#b##b.png,#,B#bB#b##b,"['passable', 'climbable']"
23521,smb,../data/context_data/smb/X/--EEXXXXX.png,X,--EEXXXXX,['solid']
12995,lode_runner,../data/context_data/lode_runner/b/BbBbbbbbb.png,b,BbBbbbbbb,"['solid', 'breakable']"
18904,megaman,../data/context_data/megaman/-/--#--#M-#.png,-,--#--#M-#,"['passable', 'empty']"
20676,megaman,../data/context_data/megaman/-/MMM*--#--.png,-,MMM*--#--,"['passable', 'empty']"
20790,megaman,../data/context_data/megaman/-/-#-------.png,-,-#-------,"['passable', 'empty']"
23899,loz,../data/context_data/loz/O/MOWOOWFFW.png,O,MOWOOWFFW,"['element', 'block']"
22075,smb,../data/context_data/smb/-/-----ESSS.png,-,-----ESSS,"['passable', 'empty']"
15396,lode_runner,../data/context_data/lode_runner/b/@@Gbbb@@@.png,b,@@Gbbb@@@,"['solid', 'breakable']"
19782,megaman,../data/context_data/megaman/#/C####-##-.png,#,C####-##-,['solid']
2200,lode_runner,../data/context_data/lode_runner/@/@@#@@#-@#.png,@,@@#@@#-@#,"['passable', 'empty']"
5135,lode_runner,../data/context_data/lode_runner/@/@@E@@b--b.png,@,@@E@@b--b,"['passable', 'empty']"
11320,lode_runner,../data/context_data/lode_runner/#/B#b@#b@#@.png,#,B#b@#b@#@,"['passable', 'climbable']"
19149,megaman,../data/context_data/megaman/-/#-|--|--|.png,-,#-|--|--|,"['passable', 'empty']"
3157,lode_runner,../data/context_data/lode_runner/@/bBB@@@@@@.png,@,bBB@@@@@@,"['passable', 'empty']"
10923,lode_runner,../data/context_data/lode_runner/#/@@@G#bb#@.png,#,@@@G#bb#@,"['passable', 'climbable']"
24228,loz,../data/context_data/loz/B/BBFBBFBBB.png,B,BBFBBFBBB,"['solid', 'block']"
11070,lode_runner,../data/context_data/lode_runner/#/@##G#@##G.png,#,@##G#@##G,"['passable', 'climbable']"
3390,lode_runner,../data/context_data/lode_runner/@/bbb@@#BB#.png,@,bbb@@#BB#,"['passable', 'empty']"
1689,lode_runner,../data/context_data/lode_runner/@/bBB@@@GGG.png,@,bBB@@@GGG,"['passable', 'empty']"
7324,lode_runner,../data/context_data/lode_runner/-/@#@@-@@@-.png,-,@#@@-@@@-,"['passable', 'climbable']"
21770,smb,../data/context_data/smb/o/--SooSXXX.png,o,--SooSXXX,"['passable', 'collectable']"
10687,lode_runner,../data/context_data/lode_runner/#/@#G@#@@#@.png,#,@#G@#@@#@,"['passable', 'climbable']"
22029,smb,../data/context_data/smb/-/------S?S.png,-,------S?S,"['passable', 'empty']"
3626,lode_runner,../data/context_data/lode_runner/@/@@--@@@-@.png,@,@@--@@@-@,"['passable', 'empty']"
6898,lode_runner,../data/context_data/lode_runner/-/@@#--@--@.png,-,@@#--@--@,"['passable', 'climbable']"
22233,smb,../data/context_data/smb/-/S-S------.png,-,S-S------,"['passable', 'empty']"
16748,lode_runner,../data/context_data/lode_runner/b/ b@ bb @b.png,b, b@ bb @b,"['solid', 'breakable']"
8715,lode_runner,../data/context_data/lode_runner/B/BbBbBb@Bb.png,B,BbBbBb@Bb,['solid']
5722,lode_runner,../data/context_data/lode_runner/@/bbbb@bbb@.png,@,bbbb@bbb@,"['passable', 'empty']"
9822,lode_runner,../data/context_data/lode_runner/#/#@@B#@B#E.png,#,#@@B#@B#E,"['passable', 'climbable']"
9728,lode_runner,../data/context_data/lode_runner/#/@@@-#b@#-.png,#,@@@-#b@#-,"['passable', 'climbable']"
6375,lode_runner,../data/context_data/lode_runner/@/@@GG@b@@@.png,@,@@GG@b@@@,"['passable', 'empty']"
22524,smb,../data/context_data/smb/X/-B-XXX   .png,X,-B-XXX   ,['solid']
22266,smb,../data/context_data/smb/-/X----X   .png,-,X----X   ,"['passable', 'empty']"
12366,lode_runner,../data/context_data/lode_runner/#/@#@b#@bbb.png,#,@#@b#@bbb,"['passable', 'climbable']"
13442,lode_runner,../data/context_data/lode_runner/b/@G@bb@Gbb.png,b,@G@bb@Gbb,"['solid', 'breakable']"
15618,lode_runner,../data/context_data/lode_runner/b/@GG#bb#GG.png,b,@GG#bb#GG,"['solid', 'breakable']"
6368,lode_runner,../data/context_data/lode_runner/@/#@@#@@b#b.png,@,#@@#@@b#b,"['passable', 'empty']"
5043,lode_runner,../data/context_data/lode_runner/@/@bbE@@bb#.png,@,@bbE@@bb#,"['passable', 'empty']"
20522,megaman,../data/context_data/megaman/-/MMM--*--#.png,-,MMM--*--#,"['passable', 'empty']"
7783,lode_runner,../data/context_data/lode_runner/B/G@@bBb@@@.png,B,G@@bBb@@@,['solid']
11296,lode_runner,../data/context_data/lode_runner/#/b#@b#Eb#b.png,#,b#@b#Eb#b,"['passable', 'climbable']"
18207,kid_icarus,../data/context_data/kid_icarus/#/---T##-##.png,#,---T##-##,['solid']
11024,lode_runner,../data/context_data/lode_runner/#/#B####@@@.png,#,#B####@@@,"['passable', 'climbable']"
11892,lode_runner,../data/context_data/lode_runner/#/@# b# G# .png,#,@# b# G# ,"['passable', 'climbable']"
17068,lode_runner,../data/context_data/lode_runner/b/bbbbbbM@@.png,b,bbbbbbM@@,"['solid', 'breakable']"
21545,megaman,../data/context_data/megaman/#/-##U#####.png,#,-##U#####,['solid']
17788,kid_icarus,../data/context_data/kid_icarus/-/--#H-#MM#.png,-,--#H-#MM#,"['passable', 'empty']"
23774,loz,../data/context_data/loz/P/FPWFPWPPW.png,P,FPWFPWPPW,"['element', 'block']"
14116,lode_runner,../data/context_data/lode_runner/b/ b@ b@ B#.png,b, b@ b@ B#,"['solid', 'breakable']"
6140,lode_runner,../data/context_data/lode_runner/@/@@@#@@B#@.png,@,@@@#@@B#@,"['passable', 'empty']"
20777,megaman,../data/context_data/megaman/-/   ------.png,-,   ------,"['passable', 'empty']"
19658,megaman,../data/context_data/megaman/#/##-##@##@.png,#,##-##@##@,['solid']
1538,lode_runner,../data/context_data/lode_runner/@/@G@@@@-@G.png,@,@G@@@@-@G,"['passable', 'empty']"
5734,lode_runner,../data/context_data/lode_runner/@/---@@@@BB.png,@,---@@@@BB,"['passable', 'empty']"
7149,lode_runner,../data/context_data/lode_runner/-/@bb@--b#@.png,-,@bb@--b#@,"['passable', 'climbable']"
473,lode_runner,../data/context_data/lode_runner/G/@bbGGG   .png,G,@bbGGG   ,"['passable', 'collectable']"
21876,smb,../data/context_data/smb/E/---EE---X.png,E,---EE---X,"['hazard', 'moving']"
14146,lode_runner,../data/context_data/lode_runner/b/@G@Bbbbbb.png,b,@G@Bbbbbb,"['solid', 'breakable']"
10347,lode_runner,../data/context_data/lode_runner/#/-#-@#@B#b.png,#,-#-@#@B#b,"['passable', 'climbable']"
3419,lode_runner,../data/context_data/lode_runner/@/G@bb@@@@@.png,@,G@bb@@@@@,"['passable', 'empty']"
21113,megaman,../data/context_data/megaman/#/---#####@.png,#,---#####@,['solid']
24765,loz,../data/context_data/loz/F/PFPPFFPPP.png,F,PFPPFFPPP,['solid']
9787,lode_runner,../data/context_data/lode_runner/#/@@GG#b   .png,#,@@GG#b   ,"['passable', 'climbable']"
2329,lode_runner,../data/context_data/lode_runner/@/@@@@@@#@E.png,@,@@@@@@#@E,"['passable', 'empty']"
888,lode_runner,../data/context_data/lode_runner/G/@@@GG@b#@.png,G,@@@GG@b#@,"['passable', 'collectable']"
4994,lode_runner,../data/context_data/lode_runner/@/#bbb@@bbb.png,@,#bbb@@bbb,"['passable', 'empty']"
9288,lode_runner,../data/context_data/lode_runner/B/@B#@B#@@#.png,B,@B#@B#@@#,['solid']
22727,smb,../data/context_data/smb/S/---QSS---.png,S,---QSS---,"['solid', 'breakable']"
7474,lode_runner,../data/context_data/lode_runner/-/BBB#--#@@.png,-,BBB#--#@@,"['passable', 'climbable']"
13640,lode_runner,../data/context_data/lode_runner/b/-bB@bB@bB.png,b,-bB@bB@bB,"['solid', 'breakable']"
12386,lode_runner,../data/context_data/lode_runner/#/@---#@@@@.png,#,@---#@@@@,"['passable', 'climbable']"
15859,lode_runner,../data/context_data/lode_runner/b/#b@bbb   .png,b,#b@bbb   ,"['solid', 'breakable']"
8645,lode_runner,../data/context_data/lode_runner/B/@G@BB#@@#.png,B,@G@BB#@@#,['solid']
25392,loz,../data/context_data/loz/W/WWWWWWW--.png,W,WWWWWWW--,"['solid', 'wall']"
6086,lode_runner,../data/context_data/lode_runner/@/ @@ @@ Bb.png,@, @@ @@ Bb,"['passable', 'empty']"
21273,megaman,../data/context_data/megaman/#/#-|######.png,#,#-|######,['solid']
245,lode_runner,../data/context_data/lode_runner/G/Bbb@G@bBb.png,G,Bbb@G@bBb,"['passable', 'collectable']"
23756,loz,../data/context_data/loz/P/PPPPPPDWW.png,P,PPPPPPDWW,"['element', 'block']"
10177,lode_runner,../data/context_data/lode_runner/#/######GBG.png,#,######GBG,"['passable', 'climbable']"
12256,lode_runner,../data/context_data/lode_runner/#/ #b #@ @#.png,#, #b #@ @#,"['passable', 'climbable']"
569,lode_runner,../data/context_data/lode_runner/G/bb#@G#bb#.png,G,bb#@G#bb#,"['passable', 'collectable']"
20929,megaman,../data/context_data/megaman/|/#|-#|-###.png,|,#|-#|-###,"['passable', 'climbable']"
13818,lode_runner,../data/context_data/lode_runner/b/#bG#bG#bb.png,b,#bG#bG#bb,"['solid', 'breakable']"
11583,lode_runner,../data/context_data/lode_runner/#/@#@b#@G#@.png,#,@#@b#@G#@,"['passable', 'climbable']"
15561,lode_runner,../data/context_data/lode_runner/b/@b@@bbE@@.png,b,@b@@bbE@@,"['solid', 'breakable']"
18709,megaman,../data/context_data/megaman/-/------#--.png,-,------#--,"['passable', 'empty']"
6746,lode_runner,../data/context_data/lode_runner/-/-@b@-@@@-.png,-,-@b@-@@@-,"['passable', 'climbable']"
1636,lode_runner,../data/context_data/lode_runner/@/b#-b@@b@@.png,@,b#-b@@b@@,"['passable', 'empty']"
25366,loz,../data/context_data/loz/W/WWWWWWFPP.png,W,WWWWWWFPP,"['solid', 'wall']"
6390,lode_runner,../data/context_data/lode_runner/@/ bB @@ #B.png,@, bB @@ #B,"['passable', 'empty']"
3788,lode_runner,../data/context_data/lode_runner/@/BbBG@@bbb.png,@,BbBG@@bbb,"['passable', 'empty']"
15508,lode_runner,../data/context_data/lode_runner/b/@b@bbb@@G.png,b,@b@bbb@@G,"['solid', 'breakable']"
13853,lode_runner,../data/context_data/lode_runner/b/@@@bbbb#@.png,b,@@@bbbb#@,"['solid', 'breakable']"
9543,lode_runner,../data/context_data/lode_runner/B/@@@GB@bBb.png,B,@@@GB@bBb,['solid']
5406,lode_runner,../data/context_data/lode_runner/@/#@##@##@B.png,@,#@##@##@B,"['passable', 'empty']"
1384,lode_runner,../data/context_data/lode_runner/@/@@ -@ @# .png,@,@@ -@ @# ,"['passable', 'empty']"
13212,lode_runner,../data/context_data/lode_runner/b/@b@@b@#@b.png,b,@b@@b@#@b,"['solid', 'breakable']"
15862,lode_runner,../data/context_data/lode_runner/b/b@Mbbbb@b.png,b,b@Mbbbb@b,"['solid', 'breakable']"
14417,lode_runner,../data/context_data/lode_runner/b/#bbbbbBBB.png,b,#bbbbbBBB,"['solid', 'breakable']"
20390,megaman,../data/context_data/megaman/-/------@@@.png,-,------@@@,"['passable', 'empty']"
4768,lode_runner,../data/context_data/lode_runner/@/Bbb@@@@@G.png,@,Bbb@@@@@G,"['passable', 'empty']"
5726,lode_runner,../data/context_data/lode_runner/@/@@b@@BG@@.png,@,@@b@@BG@@,"['passable', 'empty']"
3406,lode_runner,../data/context_data/lode_runner/@/-@@@@b@@b.png,@,-@@@@b@@b,"['passable', 'empty']"
2260,lode_runner,../data/context_data/lode_runner/@/bBB@@b@@b.png,@,bBB@@b@@b,"['passable', 'empty']"
12186,lode_runner,../data/context_data/lode_runner/#/G@ b# @# .png,#,G@ b# @# ,"['passable', 'climbable']"
3695,lode_runner,../data/context_data/lode_runner/@/bbB@@@bBb.png,@,bbB@@@bBb,"['passable', 'empty']"
12542,lode_runner,../data/context_data/lode_runner/#/@@G@###@#.png,#,@@G@###@#,"['passable', 'climbable']"
7490,lode_runner,../data/context_data/lode_runner/-/@@b--b@--.png,-,@@b--b@--,"['passable', 'climbable']"
10186,lode_runner,../data/context_data/lode_runner/#/@# M# bb .png,#,@# M# bb ,"['passable', 'climbable']"
41,lode_runner,../data/context_data/lode_runner/G/#G@GG@#G@.png,G,#G@GG@#G@,"['passable', 'collectable']"
8136,lode_runner,../data/context_data/lode_runner/B/#BB#BB#--.png,B,#BB#BB#--,['solid']
5936,lode_runner,../data/context_data/lode_runner/@/b@@b@@b@@.png,@,b@@b@@b@@,"['passable', 'empty']"
20832,megaman,../data/context_data/megaman/-/-----W--B.png,-,-----W--B,"['passable', 'empty']"
20478,megaman,../data/context_data/megaman/-/--#--#HH#.png,-,--#--#HH#,"['passable', 'empty']"
1219,lode_runner,../data/context_data/lode_runner/@/b@-b@-bb-.png,@,b@-b@-bb-,"['passable', 'empty']"
19492,megaman,../data/context_data/megaman/B/BB-BB-##|.png,B,BB-BB-##|,"['solid', 'breakable']"
4303,lode_runner,../data/context_data/lode_runner/@/@@#@@@bbB.png,@,@@#@@@bbB,"['passable', 'empty']"
16037,lode_runner,../data/context_data/lode_runner/b/ @@ bb M@.png,b, @@ bb M@,"['solid', 'breakable']"
22628,smb,../data/context_data/smb/X/-[]XXX   .png,X,-[]XXX   ,['solid']
21280,megaman,../data/context_data/megaman/#/@##@#####.png,#,@##@#####,['solid']
15148,lode_runner,../data/context_data/lode_runner/b/bb@bbbbbG.png,b,bb@bbbbbG,"['solid', 'breakable']"
25309,loz,../data/context_data/loz/W/OOOWWWWWW.png,W,OOOWWWWWW,"['solid', 'wall']"
4227,lode_runner,../data/context_data/lode_runner/@/B@@B@BB@@.png,@,B@@B@BB@@,"['passable', 'empty']"
120,lode_runner,../data/context_data/lode_runner/G/BB@@GGbbb.png,G,BB@@GGbbb,"['passable', 'collectable']"
18057,kid_icarus,../data/context_data/kid_icarus/-/TT----TTT.png,-,TT----TTT,"['passable', 'empty']"
15709,lode_runner,../data/context_data/lode_runner/b/##@#b@b@@.png,b,##@#b@b@@,"['solid', 'breakable']"
4862,lode_runner,../data/context_data/lode_runner/@/--#@@@bb@.png,@,--#@@@bb@,"['passable', 'empty']"
996,lode_runner,../data/context_data/lode_runner/M/ b@ M@ bb.png,M, b@ M@ bb,"['solid', 'hazard']"
20197,megaman,../data/context_data/megaman/@/HHH@@@@@@.png,@,HHH@@@@@@,['empty']
7390,lode_runner,../data/context_data/lode_runner/-/   --@@bb.png,-,   --@@bb,"['passable', 'climbable']"
3810,lode_runner,../data/context_data/lode_runner/@/---@@#@#b.png,@,---@@#@#b,"['passable', 'empty']"
4096,lode_runner,../data/context_data/lode_runner/@/#BB#@@   .png,@,#BB#@@   ,"['passable', 'empty']"
24455,loz,../data/context_data/loz/F/FFFFFFIFF.png,F,FFFFFFIFF,['solid']
19850,megaman,../data/context_data/megaman/#/U########.png,#,U########,['solid']
17453,lode_runner,../data/context_data/lode_runner/b/G@@bbBbbb.png,b,G@@bbBbbb,"['solid', 'breakable']"
5711,lode_runner,../data/context_data/lode_runner/@/---#@@b#@.png,@,---#@@b#@,"['passable', 'empty']"
20098,megaman,../data/context_data/megaman/#/#--#####-.png,#,#--#####-,['solid']
21533,megaman,../data/context_data/megaman/#/-##-##C##.png,#,-##-##C##,['solid']
18138,kid_icarus,../data/context_data/kid_icarus/H/---#HH###.png,H,---#HH###,"['solid', 'hazard']"
841,lode_runner,../data/context_data/lode_runner/G/bbb@G@bbG.png,G,bbb@G@bbG,"['passable', 'collectable']"
2473,lode_runner,../data/context_data/lode_runner/@/@bb@@@-bb.png,@,@bb@@@-bb,"['passable', 'empty']"
15884,lode_runner,../data/context_data/lode_runner/b/BBb@bb@bB.png,b,BBb@bb@bB,"['solid', 'breakable']"
21484,megaman,../data/context_data/megaman/#/@##@##@##.png,#,@##@##@##,['solid']
16217,lode_runner,../data/context_data/lode_runner/b/@@b@b@b--.png,b,@@b@b@b--,"['solid', 'breakable']"
6065,lode_runner,../data/context_data/lode_runner/@/b##@@@@--.png,@,b##@@@@--,"['passable', 'empty']"
5110,lode_runner,../data/context_data/lode_runner/@/bBB@@Mbbb.png,@,bBB@@Mbbb,"['passable', 'empty']"
4924,lode_runner,../data/context_data/lode_runner/@/    @@ --.png,@,    @@ --,"['passable', 'empty']"
23369,smb,../data/context_data/smb/-/   ----SS.png,-,   ----SS,"['passable', 'empty']"
14485,lode_runner,../data/context_data/lode_runner/b/EG bb bb .png,b,EG bb bb ,"['solid', 'breakable']"
3887,lode_runner,../data/context_data/lode_runner/@/#bb#@-#@@.png,@,#bb#@-#@@,"['passable', 'empty']"
4003,lode_runner,../data/context_data/lode_runner/@/BB@#@b#@@.png,@,BB@#@b#@@,"['passable', 'empty']"
22068,smb,../data/context_data/smb/-/------>-X.png,-,------>-X,"['passable', 'empty']"
7670,lode_runner,../data/context_data/lode_runner/-/BBB---@-@.png,-,BBB---@-@,"['passable', 'climbable']"
13387,lode_runner,../data/context_data/lode_runner/b/@###bb#@@.png,b,@###bb#@@,"['solid', 'breakable']"
1350,lode_runner,../data/context_data/lode_runner/@/-@#@@#@@#.png,@,-@#@@#@@#,"['passable', 'empty']"
14855,lode_runner,../data/context_data/lode_runner/b/@@@GbGb@b.png,b,@@@GbGb@b,"['solid', 'breakable']"
6542,lode_runner,../data/context_data/lode_runner/E/@@-GE@bbb.png,E,@@-GE@bbb,"['solid', 'hazard']"
16966,lode_runner,../data/context_data/lode_runner/b/bb#Gb#@b#.png,b,bb#Gb#@b#,"['solid', 'breakable']"
7274,lode_runner,../data/context_data/lode_runner/-/@@---@-@@.png,-,@@---@-@@,"['passable', 'climbable']"
21175,megaman,../data/context_data/megaman/#/##|###---.png,#,##|###---,['solid']
23277,smb,../data/context_data/smb/-/X--X-----.png,-,X--X-----,"['passable', 'empty']"
12320,lode_runner,../data/context_data/lode_runner/#/@#@@#b@#b.png,#,@#@@#b@#b,"['passable', 'climbable']"
23804,loz,../data/context_data/loz/P/FFFPPPPFF.png,P,FFFPPPPFF,"['element', 'block']"
8293,lode_runner,../data/context_data/lode_runner/B/@Bb@B@GBG.png,B,@Bb@B@GBG,['solid']
22359,smb,../data/context_data/smb/-/--E--XXXX.png,-,--E--XXXX,"['passable', 'empty']"
18661,megaman,../data/context_data/megaman/@/H##@@@@@@.png,@,H##@@@@@@,['empty']
2754,lode_runner,../data/context_data/lode_runner/@/@@@b@@@@b.png,@,@@@b@@@@b,"['passable', 'empty']"
14880,lode_runner,../data/context_data/lode_runner/b/E@bbbb###.png,b,E@bbbb###,"['solid', 'breakable']"
18673,megaman,../data/context_data/megaman/@/@@H@@#@@-.png,@,@@H@@#@@-,['empty']
15909,lode_runner,../data/context_data/lode_runner/b/@@b@b-b@@.png,b,@@b@b-b@@,"['solid', 'breakable']"
1487,lode_runner,../data/context_data/lode_runner/@/b# G@ b# .png,@,b# G@ b# ,"['passable', 'empty']"
2396,lode_runner,../data/context_data/lode_runner/@/@##@@@@##.png,@,@##@@@@##,"['passable', 'empty']"
24509,loz,../data/context_data/loz/F/FFFFFFDDW.png,F,FFFFFFDDW,['solid']
15232,lode_runner,../data/context_data/lode_runner/b/@#Bbbb   .png,b,@#Bbbb   ,"['solid', 'breakable']"
22770,smb,../data/context_data/smb/S/SSS-S--S-.png,S,SSS-S--S-,"['solid', 'breakable']"
15890,lode_runner,../data/context_data/lode_runner/b/bb-bb@@@@.png,b,bb-bb@@@@,"['solid', 'breakable']"
4634,lode_runner,../data/context_data/lode_runner/@/---@@@-@#.png,@,---@@@-@#,"['passable', 'empty']"
10292,lode_runner,../data/context_data/lode_runner/#/@#B@#B@#-.png,#,@#B@#B@#-,"['passable', 'climbable']"
17424,lode_runner,../data/context_data/lode_runner/b/@bb@bB@@B.png,b,@bb@bB@@B,"['solid', 'breakable']"
5033,lode_runner,../data/context_data/lode_runner/@/G-#b@#@@#.png,@,G-#b@#@@#,"['passable', 'empty']"
3396,lode_runner,../data/context_data/lode_runner/@/@@b@@GG@b.png,@,@@b@@GG@b,"['passable', 'empty']"
17838,kid_icarus,../data/context_data/kid_icarus/-/ -- --   .png,-, -- --   ,"['passable', 'empty']"
279,lode_runner,../data/context_data/lode_runner/G/Bbb@G@bB#.png,G,Bbb@G@bB#,"['passable', 'collectable']"
3454,lode_runner,../data/context_data/lode_runner/@/@@@G@@b--.png,@,@@@G@@b--,"['passable', 'empty']"
25217,loz,../data/context_data/loz/W/WWWWWWBBW.png,W,WWWWWWBBW,"['solid', 'wall']"
5278,lode_runner,../data/context_data/lode_runner/@/bBBB@@@@@.png,@,bBBB@@@@@,"['passable', 'empty']"
14366,lode_runner,../data/context_data/lode_runner/b/@BE@bb   .png,b,@BE@bb   ,"['solid', 'breakable']"
17406,lode_runner,../data/context_data/lode_runner/b/bbbBbb@GG.png,b,bbbBbb@GG,"['solid', 'breakable']"
4079,lode_runner,../data/context_data/lode_runner/@/@@-@@@bbb.png,@,@@-@@@bbb,"['passable', 'empty']"
8638,lode_runner,../data/context_data/lode_runner/B/@GG#BB#GG.png,B,@GG#BB#GG,['solid']
12552,lode_runner,../data/context_data/lode_runner/#/-##@#G@@#.png,#,-##@#G@@#,"['passable', 'climbable']"
6401,lode_runner,../data/context_data/lode_runner/@/##Bb@##@#.png,@,##Bb@##@#,"['passable', 'empty']"
23010,smb,../data/context_data/smb/-/-----ESSS.png,-,-----ESSS,"['passable', 'empty']"
2682,lode_runner,../data/context_data/lode_runner/@/M--b@@bbb.png,@,M--b@@bbb,"['passable', 'empty']"
18130,kid_icarus,../data/context_data/kid_icarus/H/--#-H#--#.png,H,--#-H#--#,"['solid', 'hazard']"
11880,lode_runner,../data/context_data/lode_runner/#/B#@b#b@#b.png,#,B#@b#b@#b,"['passable', 'climbable']"
18723,megaman,../data/context_data/megaman/-/-------BB.png,-,-------BB,"['passable', 'empty']"
1765,lode_runner,../data/context_data/lode_runner/@/B@@B@@@#b.png,@,B@@B@@@#b,"['passable', 'empty']"
3689,lode_runner,../data/context_data/lode_runner/@/@@b@@@@G@.png,@,@@b@@@@G@,"['passable', 'empty']"
15565,lode_runner,../data/context_data/lode_runner/b/G@@Bb#@B#.png,b,G@@Bb#@B#,"['solid', 'breakable']"
23013,smb,../data/context_data/smb/-/S-------<.png,-,S-------<,"['passable', 'empty']"
5063,lode_runner,../data/context_data/lode_runner/@/@-#-@#@@#.png,@,@-#-@#@@#,"['passable', 'empty']"
24035,loz,../data/context_data/loz/D/PDWPDWPWW.png,D,PDWPDWPWW,"['solid', 'openable']"
3624,lode_runner,../data/context_data/lode_runner/@/GbGb@b-Gb.png,@,GbGb@b-Gb,"['passable', 'empty']"
14884,lode_runner,../data/context_data/lode_runner/b/bb@GbGBBB.png,b,bb@GbGBBB,"['solid', 'breakable']"
784,lode_runner,../data/context_data/lode_runner/G/bbbbG@Gbb.png,G,bbbbG@Gbb,"['passable', 'collectable']"
741,lode_runner,../data/context_data/lode_runner/G/---@GGbbb.png,G,---@GGbbb,"['passable', 'collectable']"
6036,lode_runner,../data/context_data/lode_runner/@/@@G@@bGbB.png,@,@@G@@bGbB,"['passable', 'empty']"
19594,megaman,../data/context_data/megaman/#/|-#|##|##.png,#,|-#|##|##,['solid']
22735,smb,../data/context_data/smb/S/SS-SS----.png,S,SS-SS----,"['solid', 'breakable']"
4076,lode_runner,../data/context_data/lode_runner/@/b@@b@@bG@.png,@,b@@b@@bG@,"['passable', 'empty']"
936,lode_runner,../data/context_data/lode_runner/G/@b@@G#@b#.png,G,@b@@G#@b#,"['passable', 'collectable']"
17791,kid_icarus,../data/context_data/kid_icarus/-/T-----###.png,-,T-----###,"['passable', 'empty']"
6705,lode_runner,../data/context_data/lode_runner/E/b@@@E@bb#.png,E,b@@@E@bb#,"['solid', 'hazard']"
17302,lode_runner,../data/context_data/lode_runner/b/ ## bb bb.png,b, ## bb bb,"['solid', 'breakable']"
25181,loz,../data/context_data/loz/W/WWWWWWIFI.png,W,WWWWWWIFI,"['solid', 'wall']"
5510,lode_runner,../data/context_data/lode_runner/@/@@@@@BG@B.png,@,@@@@@BG@B,"['passable', 'empty']"
22169,smb,../data/context_data/smb/-/------SS-.png,-,------SS-,"['passable', 'empty']"
18608,megaman,../data/context_data/megaman/@/--@@@@@@@.png,@,--@@@@@@@,['empty']
18813,megaman,../data/context_data/megaman/-/#-##-##--.png,-,#-##-##--,"['passable', 'empty']"
25345,loz,../data/context_data/loz/W/BBWWWWWWW.png,W,BBWWWWWWW,"['solid', 'wall']"
21943,smb,../data/context_data/smb/-/   -- -- .png,-,   -- -- ,"['passable', 'empty']"
3047,lode_runner,../data/context_data/lode_runner/@/--@@@GbBb.png,@,--@@@GbBb,"['passable', 'empty']"
17841,kid_icarus,../data/context_data/kid_icarus/-/-----#--D.png,-,-----#--D,"['passable', 'empty']"
6419,lode_runner,../data/context_data/lode_runner/@/@---@@@@@.png,@,@---@@@@@,"['passable', 'empty']"
3842,lode_runner,../data/context_data/lode_runner/@/@@@@@#E@#.png,@,@@@@@#E@#,"['passable', 'empty']"
21861,smb,../data/context_data/smb/?/---o??SS-.png,?,---o??SS-,"['solid', 'collectable']"
7451,lode_runner,../data/context_data/lode_runner/-/@bb---bbb.png,-,@bb---bbb,"['passable', 'climbable']"
13791,lode_runner,../data/context_data/lode_runner/b/@GMbbb   .png,b,@GMbbb   ,"['solid', 'breakable']"
23705,smb,../data/context_data/smb/S/SSS-S--S-.png,S,SSS-S--S-,"['solid', 'breakable']"
6064,lode_runner,../data/context_data/lode_runner/@/@@@@@@#@@.png,@,@@@@@@#@@,"['passable', 'empty']"
25033,loz,../data/context_data/loz/F/DFFDFFWBB.png,F,DFFDFFWBB,['solid']
23181,smb,../data/context_data/smb/-/-S---S---.png,-,-S---S---,"['passable', 'empty']"
24055,loz,../data/context_data/loz/D/WWWDDWPPP.png,D,WWWDDWPPP,"['solid', 'openable']"
8821,lode_runner,../data/context_data/lode_runner/B/GB@BB@@@@.png,B,GB@BB@@@@,['solid']
15156,lode_runner,../data/context_data/lode_runner/b/#b@bb@   .png,b,#b@bb@   ,"['solid', 'breakable']"
21729,megaman,../data/context_data/megaman/W/----WW###.png,W,----WW###,"['passable', 'collectable']"
2764,lode_runner,../data/context_data/lode_runner/@/ BB @- #@.png,@, BB @- #@,"['passable', 'empty']"
16683,lode_runner,../data/context_data/lode_runner/b/@@bbbbGGb.png,b,@@bbbbGGb,"['solid', 'breakable']"
1675,lode_runner,../data/context_data/lode_runner/@/bG@@@@@@@.png,@,bG@@@@@@@,"['passable', 'empty']"
15703,lode_runner,../data/context_data/lode_runner/b/@G##bbbbb.png,b,@G##bbbbb,"['solid', 'breakable']"
19508,megaman,../data/context_data/megaman/#/-#--#--#-.png,#,-#--#--#-,['solid']
20344,megaman,../data/context_data/megaman/-/#@@#--#--.png,-,#@@#--#--,"['passable', 'empty']"
7829,lode_runner,../data/context_data/lode_runner/B/Bb@BBbBbb.png,B,Bb@BBbBbb,['solid']
23882,loz,../data/context_data/loz/O/WOODOODOO.png,O,WOODOODOO,"['element', 'block']"
8298,lode_runner,../data/context_data/lode_runner/B/###@BGbbb.png,B,###@BGbbb,['solid']
